air_temp,clearsky_ghi,cloud_opacity,ghi,wind_speed_10m,zenith,period_end,period
20,0,5.6,0,2.6,108,2022-02-15T11:00:00+00:00,PT60M
19,0,8.4,0,2.1,117,2022-02-15T12:00:00+00:00,PT60M
18,0,1.3,0,1.8,125,2022-02-15T13:00:00+00:00,PT60M
17,0,0,0,1.7,130,2022-02-15T14:00:00+00:00,PT60M
16,0,0,0,1.5,131,2022-02-15T15:00:00+00:00,PT60M
15,0,0,0,1.4,129,2022-02-15T16:00:00+00:00,PT60M
15,0,0.3,0,1.4,122,2022-02-15T17:00:00+00:00,PT60M
15,0,0,0,1.4,114,2022-02-15T18:00:00+00:00,PT60M
15,0,0,0,1.4,103,2022-02-15T19:00:00+00:00,PT60M
14,6,29.9,5,1.3,92,2022-02-15T20:00:00+00:00,PT60M
15,138,0,138,1.3,80,2022-02-15T21:00:00+00:00,PT60M
17,356,0,356,1.3,68,2022-02-15T22:00:00+00:00,PT60M
18,575,0,575,1.3,56,2022-02-15T23:00:00+00:00,PT60M
20,764,0,764,1.6,44,2022-02-16T00:00:00+00:00,PT60M
22,908,0,908,2,33,2022-02-16T01:00:00+00:00,PT60M
25,994,0,994,2.3,25,2022-02-16T02:00:00+00:00,PT60M
26,1014,0,1014,2.5,23,2022-02-16T03:00:00+00:00,PT60M
27,966,0,966,2.6,28,2022-02-16T04:00:00+00:00,PT60M
28,855,0,855,2.6,37,2022-02-16T05:00:00+00:00,PT60M
28,691,0,691,2.4,49,2022-02-16T06:00:00+00:00,PT60M
28,487,0.2,486,2.3,61,2022-02-16T07:00:00+00:00,PT60M
27,264,4.5,251,1.9,73,2022-02-16T08:00:00+00:00,PT60M
24,62,39.9,51,1.7,85,2022-02-16T09:00:00+00:00,PT60M
21,0,38.1,0,1.8,97,2022-02-16T10:00:00+00:00,PT60M
19,0,43.9,0,1.8,108,2022-02-16T11:00:00+00:00,PT60M
19,0,85.4,0,1.8,118,2022-02-16T12:00:00+00:00,PT60M
19,0,64.2,0,1.3,125,2022-02-16T13:00:00+00:00,PT60M
19,0,36.5,0,0.5,130,2022-02-16T14:00:00+00:00,PT60M
18,0,51.3,0,0.7,132,2022-02-16T15:00:00+00:00,PT60M
16,0,36.9,0,1.6,129,2022-02-16T16:00:00+00:00,PT60M
14,0,45.4,0,2.1,123,2022-02-16T17:00:00+00:00,PT60M
14,0,62.6,0,2.5,114,2022-02-16T18:00:00+00:00,PT60M
14,0,77.4,0,2.5,103,2022-02-16T19:00:00+00:00,PT60M
14,6,48.2,3,2.4,92,2022-02-16T20:00:00+00:00,PT60M
15,132,25.4,92,2,80,2022-02-16T21:00:00+00:00,PT60M
18,344,43.1,190,1.5,68,2022-02-16T22:00:00+00:00,PT60M
20,556,28.4,396,2,56,2022-02-16T23:00:00+00:00,PT60M
21,743,43.8,414,3.1,44,2022-02-17T00:00:00+00:00,PT60M
23,886,39.3,535,3.6,33,2022-02-17T01:00:00+00:00,PT60M
25,972,5.8,917,3.5,25,2022-02-17T02:00:00+00:00,PT60M
26,993,15.1,844,3.6,23,2022-02-17T03:00:00+00:00,PT60M
27,946,4.5,902,3.7,28,2022-02-17T04:00:00+00:00,PT60M
26,837,2.4,817,3.5,38,2022-02-17T05:00:00+00:00,PT60M
25,674,0,674,3.1,49,2022-02-17T06:00:00+00:00,PT60M
25,471,5.8,447,2.4,61,2022-02-17T07:00:00+00:00,PT60M
24,252,20.2,201,1.8,73,2022-02-17T08:00:00+00:00,PT60M
22,57,17.7,51,1.8,85,2022-02-17T09:00:00+00:00,PT60M
19,0,12.1,0,1.9,97,2022-02-17T10:00:00+00:00,PT60M
18,0,10,0,1.9,108,2022-02-17T11:00:00+00:00,PT60M
17,0,2.5,0,1.5,118,2022-02-17T12:00:00+00:00,PT60M
16,0,0,0,1,126,2022-02-17T13:00:00+00:00,PT60M
16,0,0,0,0.6,131,2022-02-17T14:00:00+00:00,PT60M
15,0,1,0,0.3,132,2022-02-17T15:00:00+00:00,PT60M
14,0,0.9,0,0.2,129,2022-02-17T16:00:00+00:00,PT60M
13,0,0,0,0.1,123,2022-02-17T17:00:00+00:00,PT60M
12,0,0.3,0,0.3,114,2022-02-17T18:00:00+00:00,PT60M
12,0,0,0,0.9,104,2022-02-17T19:00:00+00:00,PT60M
12,5,0,5,1.2,92,2022-02-17T20:00:00+00:00,PT60M
13,137,8.1,126,1.5,80,2022-02-17T21:00:00+00:00,PT60M
17,360,0,360,2.1,68,2022-02-17T22:00:00+00:00,PT60M
20,582,0,582,3.2,56,2022-02-17T23:00:00+00:00,PT60M
21,775,0,775,4.1,44,2022-02-18T00:00:00+00:00,PT60M
23,919,0,919,4,34,2022-02-18T01:00:00+00:00,PT60M
25,1004,0,1004,3.8,26,2022-02-18T02:00:00+00:00,PT60M
26,1022,0,1022,3.6,24,2022-02-18T03:00:00+00:00,PT60M
27,972,0,972,3.4,28,2022-02-18T04:00:00+00:00,PT60M
27,859,0,859,3.2,38,2022-02-18T05:00:00+00:00,PT60M
27,691,0,691,2.9,49,2022-02-18T06:00:00+00:00,PT60M
26,484,0,484,2.3,61,2022-02-18T07:00:00+00:00,PT60M
24,258,0,258,1.9,73,2022-02-18T08:00:00+00:00,PT60M
21,57,2.4,55,2.7,85,2022-02-18T09:00:00+00:00,PT60M
18,0,0,0,3.7,97,2022-02-18T10:00:00+00:00,PT60M
16,0,55.9,0,4.2,108,2022-02-18T11:00:00+00:00,PT60M
15,0,62.6,0,4.3,118,2022-02-18T12:00:00+00:00,PT60M
15,0,78.3,0,4.1,126,2022-02-18T13:00:00+00:00,PT60M
15,0,77.7,0,3.8,131,2022-02-18T14:00:00+00:00,PT60M
14,0,82.6,0,3.8,132,2022-02-18T15:00:00+00:00,PT60M
14,0,63.4,0,3.9,130,2022-02-18T16:00:00+00:00,PT60M
13,0,60,0,3.9,123,2022-02-18T17:00:00+00:00,PT60M
13,0,66.1,0,3.9,114,2022-02-18T18:00:00+00:00,PT60M
12,0,61.6,0,3.7,104,2022-02-18T19:00:00+00:00,PT60M
12,4,61.6,3,3.5,93,2022-02-18T20:00:00+00:00,PT60M
13,126,49.8,60,3.4,81,2022-02-18T21:00:00+00:00,PT60M
14,344,36.5,224,3.2,68,2022-02-18T22:00:00+00:00,PT60M
15,564,4,545,2.9,56,2022-02-18T23:00:00+00:00,PT60M
16,755,0,755,2.9,45,2022-02-19T00:00:00+00:00,PT60M
18,899,16.9,746,2.9,34,2022-02-19T01:00:00+00:00,PT60M
19,985,17.5,813,2.8,26,2022-02-19T02:00:00+00:00,PT60M
20,1006,33.4,670,2.7,24,2022-02-19T03:00:00+00:00,PT60M
21,958,35.1,623,2.8,29,2022-02-19T04:00:00+00:00,PT60M
21,847,39.4,515,3.2,38,2022-02-19T05:00:00+00:00,PT60M
21,682,24.7,506,3.7,49,2022-02-19T06:00:00+00:00,PT60M
20,478,4.3,453,3.9,61,2022-02-19T07:00:00+00:00,PT60M
19,254,1.8,249,3.8,74,2022-02-19T08:00:00+00:00,PT60M
18,55,18.8,51,3.5,86,2022-02-19T09:00:00+00:00,PT60M
16,0,1.1,0,2.9,97,2022-02-19T10:00:00+00:00,PT60M
15,0,0.3,0,2.5,109,2022-02-19T11:00:00+00:00,PT60M
14,0,9,0,2.1,118,2022-02-19T12:00:00+00:00,PT60M
14,0,76.2,0,1.9,126,2022-02-19T13:00:00+00:00,PT60M
14,0,71.8,0,1.8,132,2022-02-19T14:00:00+00:00,PT60M
14,0,44.1,0,1.7,133,2022-02-19T15:00:00+00:00,PT60M
14,0,61.2,0,1.5,130,2022-02-19T16:00:00+00:00,PT60M
14,0,70.5,0,1.2,123,2022-02-19T17:00:00+00:00,PT60M
13,0,8.8,0,0.8,115,2022-02-19T18:00:00+00:00,PT60M
12,0,4.7,0,0.6,104,2022-02-19T19:00:00+00:00,PT60M
12,4,3,4,0.5,93,2022-02-19T20:00:00+00:00,PT60M
13,121,3.7,117,0.2,81,2022-02-19T21:00:00+00:00,PT60M
15,338,5.3,322,0.2,69,2022-02-19T22:00:00+00:00,PT60M
18,555,0,555,0.9,56,2022-02-19T23:00:00+00:00,PT60M
19,743,3.3,717,2.2,45,2022-02-20T00:00:00+00:00,PT60M
22,886,19.8,713,4,34,2022-02-20T01:00:00+00:00,PT60M
24,972,8.4,890,5.1,26,2022-02-20T02:00:00+00:00,PT60M
25,993,6.3,930,4.9,24,2022-02-20T03:00:00+00:00,PT60M
25,946,16.7,791,4.9,29,2022-02-20T04:00:00+00:00,PT60M
26,835,8,769,4.8,38,2022-02-20T05:00:00+00:00,PT60M
26,670,11.1,596,4.8,50,2022-02-20T06:00:00+00:00,PT60M
26,465,5.7,442,4.3,62,2022-02-20T07:00:00+00:00,PT60M
25,243,4,232,3.2,74,2022-02-20T08:00:00+00:00,PT60M
23,49,55,34,2.2,86,2022-02-20T09:00:00+00:00,PT60M
21,0,65,0,1.9,98,2022-02-20T10:00:00+00:00,PT60M
20,0,45.2,0,2,109,2022-02-20T11:00:00+00:00,PT60M
19,0,64.8,0,2.1,119,2022-02-20T12:00:00+00:00,PT60M
18,0,18.6,0,2.2,127,2022-02-20T13:00:00+00:00,PT60M
18,0,21.9,0,2.1,132,2022-02-20T14:00:00+00:00,PT60M
17,0,59.3,0,2,133,2022-02-20T15:00:00+00:00,PT60M
16,0,64.6,0,1.9,130,2022-02-20T16:00:00+00:00,PT60M
15,0,78.7,0,1.9,124,2022-02-20T17:00:00+00:00,PT60M
14,0,77.1,0,1.8,115,2022-02-20T18:00:00+00:00,PT60M
14,0,74.5,0,1.8,104,2022-02-20T19:00:00+00:00,PT60M
13,3,57.8,3,1.9,93,2022-02-20T20:00:00+00:00,PT60M
14,125,63.7,34,2.1,81,2022-02-20T21:00:00+00:00,PT60M
17,347,60.3,142,2.5,69,2022-02-20T22:00:00+00:00,PT60M
19,570,44.3,319,3,57,2022-02-20T23:00:00+00:00,PT60M
20,763,39.6,465,3.6,45,2022-02-21T00:00:00+00:00,PT60M
23,909,19,738,4.6,34,2022-02-21T01:00:00+00:00,PT60M
25,995,3.4,962,5,27,2022-02-21T02:00:00+00:00,PT60M
26,1015,2.4,990,4.7,25,2022-02-21T03:00:00+00:00,PT60M
26,966,8.2,886,4.2,29,2022-02-21T04:00:00+00:00,PT60M
26,853,1.5,841,3.9,39,2022-02-21T05:00:00+00:00,PT60M
26,685,7.7,636,3.5,50,2022-02-21T06:00:00+00:00,PT60M
26,477,7.7,435,2.7,62,2022-02-21T07:00:00+00:00,PT60M
23,250,14,218,1.9,74,2022-02-21T08:00:00+00:00,PT60M
20,50,41.2,32,2.7,86,2022-02-21T09:00:00+00:00,PT60M
17,0,1.8,0,3.8,98,2022-02-21T10:00:00+00:00,PT60M
15,0,21,0,4.3,109,2022-02-21T11:00:00+00:00,PT60M
14,0,46.3,0,4.4,119,2022-02-21T12:00:00+00:00,PT60M
14,0,73.4,0,4.2,127,2022-02-21T13:00:00+00:00,PT60M
14,0,48.7,0,3.9,132,2022-02-21T14:00:00+00:00,PT60M
14,0,38.1,0,3.5,133,2022-02-21T15:00:00+00:00,PT60M
14,0,69.8,0,3.1,131,2022-02-21T16:00:00+00:00,PT60M
14,0,87.7,0,2.9,124,2022-02-21T17:00:00+00:00,PT60M
14,0,62.3,0,2.9,115,2022-02-21T18:00:00+00:00,PT60M
14,0,56.1,0,3,105,2022-02-21T19:00:00+00:00,PT60M
14,3,73.6,0,3.1,93,2022-02-21T20:00:00+00:00,PT60M
14,112,69.9,28,3.1,81,2022-02-21T21:00:00+00:00,PT60M
14,326,60.6,132,3.4,69,2022-02-21T22:00:00+00:00,PT60M
15,546,50.4,274,3.9,57,2022-02-21T23:00:00+00:00,PT60M
15,735,56.7,316,4.3,45,2022-02-22T00:00:00+00:00,PT60M
16,876,58.6,363,4.5,35,2022-02-22T01:00:00+00:00,PT60M
18,960,69.1,296,4.7,27,2022-02-22T02:00:00+00:00,PT60M
18,979,55.1,439,4.5,25,2022-02-22T03:00:00+00:00,PT60M
20,931,56.2,408,4.6,30,2022-02-22T04:00:00+00:00,PT60M
20,820,47,434,4.7,39,2022-02-22T05:00:00+00:00,PT60M
20,657,32.2,437,4.7,50,2022-02-22T06:00:00+00:00,PT60M
20,454,20.5,361,4.8,62,2022-02-22T07:00:00+00:00,PT60M
18,234,31.5,166,4.7,74,2022-02-22T08:00:00+00:00,PT60M
17,44,42.4,26,4.3,86,2022-02-22T09:00:00+00:00,PT60M
17,0,12.8,0,3.8,98,2022-02-22T10:00:00+00:00,PT60M
16,0,10,0,3.7,109,2022-02-22T11:00:00+00:00,PT60M
16,0,23,0,3.7,119,2022-02-22T12:00:00+00:00,PT60M
16,0,3,0,3.8,127,2022-02-22T13:00:00+00:00,PT60M
16,0,38.5,0,3.9,133,2022-02-22T14:00:00+00:00,PT60M
16,0,58.3,0,3.9,134,2022-02-22T15:00:00+00:00,PT60M
17,0,19.6,0,3.6,131,2022-02-22T16:00:00+00:00,PT60M
17,0,16.2,0,3.3,124,2022-02-22T17:00:00+00:00,PT60M
17,0,45.8,0,3.1,115,2022-02-22T18:00:00+00:00,PT60M
16,0,57.8,0,2.8,105,2022-02-22T19:00:00+00:00,PT60M
17,2,71.1,1,2.5,93,2022-02-22T20:00:00+00:00,PT60M
17,110,69.4,35,2.8,81,2022-02-22T21:00:00+00:00,PT60M
18,319,55.6,144,3,69,2022-02-22T22:00:00+00:00,PT60M
19,531,58.3,224,3.4,57,2022-02-22T23:00:00+00:00,PT60M
19,715,50.6,356,4.5,45,2022-02-23T00:00:00+00:00,PT60M
21,850,78.2,185,4.7,35,2022-02-23T01:00:00+00:00,PT60M
22,932,50.1,465,4.7,27,2022-02-23T02:00:00+00:00,PT60M
23,950,41.4,556,5,25,2022-02-23T03:00:00+00:00,PT60M
23,904,50.9,448,5.1,30,2022-02-23T04:00:00+00:00,PT60M
23,797,70.5,239,5,39,2022-02-23T05:00:00+00:00,PT60M
22,637,54.3,282,4.8,50,2022-02-23T06:00:00+00:00,PT60M
22,440,15.8,371,4.6,62,2022-02-23T07:00:00+00:00,PT60M
21,225,43.2,133,4.2,74,2022-02-23T08:00:00+00:00,PT60M
20,42,66.7,16,3.7,87,2022-02-23T09:00:00+00:00,PT60M
19,0,41.2,0,3.3,98,2022-02-23T10:00:00+00:00,PT60M
19,0,41.4,0,3.1,110,2022-02-23T11:00:00+00:00,PT60M
18,0,27.4,0,3.1,120,2022-02-23T12:00:00+00:00,PT60M
18,0,3.9,0,3.2,128,2022-02-23T13:00:00+00:00,PT60M
18,0,1.2,0,3.1,133,2022-02-23T14:00:00+00:00,PT60M
18,0,27.1,0,2.8,134,2022-02-23T15:00:00+00:00,PT60M
18,0,65.4,0,2.3,131,2022-02-23T16:00:00+00:00,PT60M
18,0,11.2,0,1.9,125,2022-02-23T17:00:00+00:00,PT60M
18,0,4.2,0,1.8,116,2022-02-23T18:00:00+00:00,PT60M
18,0,32.8,0,1.9,105,2022-02-23T19:00:00+00:00,PT60M
18,2,64.8,1,2,94,2022-02-23T20:00:00+00:00,PT60M
18,108,67.9,35,2.1,82,2022-02-23T21:00:00+00:00,PT60M
19,314,54.1,149,1.9,69,2022-02-23T22:00:00+00:00,PT60M
19,524,46,284,1.7,57,2022-02-23T23:00:00+00:00,PT60M
20,707,31,488,1.7,46,2022-02-24T00:00:00+00:00,PT60M
21,843,47.7,437,1.8,35,2022-02-24T01:00:00+00:00,PT60M
22,924,57.6,392,1.9,28,2022-02-24T02:00:00+00:00,PT60M
22,942,62.2,356,1.6,26,2022-02-24T03:00:00+00:00,PT60M
22,895,42.4,516,1.2,30,2022-02-24T04:00:00+00:00,PT60M
22,788,61.6,302,1.4,39,2022-02-24T05:00:00+00:00,PT60M
21,629,76.8,152,2.3,51,2022-02-24T06:00:00+00:00,PT60M
21,431,82.3,74,2.7,62,2022-02-24T07:00:00+00:00,PT60M
20,219,82.2,41,2.4,75,2022-02-24T08:00:00+00:00,PT60M
19,39,78.8,8,2.2,87,2022-02-24T09:00:00+00:00,PT60M
19,0,82.5,0,2.3,99,2022-02-24T10:00:00+00:00,PT60M
18,0,70.8,0,2.3,110,2022-02-24T11:00:00+00:00,PT60M
18,0,69.3,0,2.2,120,2022-02-24T12:00:00+00:00,PT60M
18,0,63,0,2.2,128,2022-02-24T13:00:00+00:00,PT60M
18,0,55.2,0,2.2,133,2022-02-24T14:00:00+00:00,PT60M
18,0,71.7,0,2.1,135,2022-02-24T15:00:00+00:00,PT60M
18,0,75.3,0,2.1,132,2022-02-24T16:00:00+00:00,PT60M
18,0,62.9,0,2.2,125,2022-02-24T17:00:00+00:00,PT60M
18,0,78.4,0,2.2,116,2022-02-24T18:00:00+00:00,PT60M
18,0,73.8,0,2.3,105,2022-02-24T19:00:00+00:00,PT60M
18,2,92.5,0,2.3,94,2022-02-24T20:00:00+00:00,PT60M
18,105,75.5,27,2.4,82,2022-02-24T21:00:00+00:00,PT60M
18,311,70.8,88,2.1,70,2022-02-24T22:00:00+00:00,PT60M
19,522,76.9,119,1.9,57,2022-02-24T23:00:00+00:00,PT60M
19,704,82.9,122,2.1,46,2022-02-25T00:00:00+00:00,PT60M
20,841,61.5,327,2,35,2022-02-25T01:00:00+00:00,PT60M
20,924,57.8,389,2,28,2022-02-25T02:00:00+00:00,PT60M
21,944,71.9,266,2.2,26,2022-02-25T03:00:00+00:00,PT60M
21,898,91.7,75,2.6,31,2022-02-25T04:00:00+00:00,PT60M
21,790,95.3,38,3,40,2022-02-25T05:00:00+00:00,PT60M
20,629,95.4,28,3.3,51,2022-02-25T06:00:00+00:00,PT60M
19,431,81.2,79,3.4,63,2022-02-25T07:00:00+00:00,PT60M
18,218,73.3,60,3.4,75,2022-02-25T08:00:00+00:00,PT60M
17,38,74.6,12,3.2,87,2022-02-25T09:00:00+00:00,PT60M
17,0,69.9,0,2.9,99,2022-02-25T10:00:00+00:00,PT60M
17,0,77.5,0,2.6,110,2022-02-25T11:00:00+00:00,PT60M
17,0,76.1,0,2.4,120,2022-02-25T12:00:00+00:00,PT60M
16,0,67.2,0,2.4,128,2022-02-25T13:00:00+00:00,PT60M
16,0,46.9,0,2.6,134,2022-02-25T14:00:00+00:00,PT60M
16,0,50.9,0,2.8,135,2022-02-25T15:00:00+00:00,PT60M
16,0,59,0,3,132,2022-02-25T16:00:00+00:00,PT60M
16,0,64.3,0,3.2,125,2022-02-25T17:00:00+00:00,PT60M
16,0,71.9,0,3.3,116,2022-02-25T18:00:00+00:00,PT60M
16,0,67.7,0,3.5,105,2022-02-25T19:00:00+00:00,PT60M
16,1,77.3,0,3.5,94,2022-02-25T20:00:00+00:00,PT60M
16,104,61.5,44,3.4,82,2022-02-25T21:00:00+00:00,PT60M
17,312,62.5,117,2.7,70,2022-02-25T22:00:00+00:00,PT60M
18,522,42.4,305,2.2,58,2022-02-25T23:00:00+00:00,PT60M
18,705,61.7,267,2.4,46,2022-02-26T00:00:00+00:00,PT60M
19,844,70.7,245,2.2,36,2022-02-26T01:00:00+00:00,PT60M
20,927,73.8,243,2.3,28,2022-02-26T02:00:00+00:00,PT60M
20,946,64.6,335,2.7,26,2022-02-26T03:00:00+00:00,PT60M
19,899,67.6,291,2.9,31,2022-02-26T04:00:00+00:00,PT60M
18,790,67.1,263,3.2,40,2022-02-26T05:00:00+00:00,PT60M
18,629,86.5,87,3.4,51,2022-02-26T06:00:00+00:00,PT60M
17,430,83.3,72,3.4,63,2022-02-26T07:00:00+00:00,PT60M
17,216,65.4,71,3.2,75,2022-02-26T08:00:00+00:00,PT60M
16,36,53.5,19,3,87,2022-02-26T09:00:00+00:00,PT60M
16,0,82.6,0,2.8,99,2022-02-26T10:00:00+00:00,PT60M
16,0,85,0,2.8,110,2022-02-26T11:00:00+00:00,PT60M
16,0,60.2,0,2.7,121,2022-02-26T12:00:00+00:00,PT60M
16,0,70.9,0,2.3,129,2022-02-26T13:00:00+00:00,PT60M
15,0,58.1,0,2.3,134,2022-02-26T14:00:00+00:00,PT60M
15,0,58.9,0,2.2,135,2022-02-26T15:00:00+00:00,PT60M
14,0,31,0,1.9,132,2022-02-26T16:00:00+00:00,PT60M
14,0,26,0,1.9,126,2022-02-26T17:00:00+00:00,PT60M
14,0,3.4,0,2.3,116,2022-02-26T18:00:00+00:00,PT60M
14,0,0,0,2.7,106,2022-02-26T19:00:00+00:00,PT60M
14,1,6.4,1,2.9,94,2022-02-26T20:00:00+00:00,PT60M
14,104,19.2,87,2.8,82,2022-02-26T21:00:00+00:00,PT60M
16,315,21.5,249,2.1,70,2022-02-26T22:00:00+00:00,PT60M
17,529,18.5,432,1.9,58,2022-02-26T23:00:00+00:00,PT60M
18,715,56,313,2.3,46,2022-02-27T00:00:00+00:00,PT60M
20,854,34.3,561,2.4,36,2022-02-27T01:00:00+00:00,PT60M
22,936,29.2,663,2.5,29,2022-02-27T02:00:00+00:00,PT60M
22,956,55,431,2.6,27,2022-02-27T03:00:00+00:00,PT60M
23,908,62.2,337,2.6,31,2022-02-27T04:00:00+00:00,PT60M
23,799,29.3,561,2.6,40,2022-02-27T05:00:00+00:00,PT60M
23,636,9.6,573,2.7,51,2022-02-27T06:00:00+00:00,PT60M
22,435,14.2,370,3,63,2022-02-27T07:00:00+00:00,PT60M
21,216,4.8,209,3.4,75,2022-02-27T08:00:00+00:00,PT60M
20,34,43.2,21,3.5,88,2022-02-27T09:00:00+00:00,PT60M
18,0,18.7,0,3.2,99,2022-02-27T10:00:00+00:00,PT60M
17,0,0.9,0,2.8,111,2022-02-27T11:00:00+00:00,PT60M
17,0,4,0,2.4,121,2022-02-27T12:00:00+00:00,PT60M
17,0,9.6,0,2.3,129,2022-02-27T13:00:00+00:00,PT60M
17,0,7.5,0,2.3,134,2022-02-27T14:00:00+00:00,PT60M
17,0,34.7,0,2.2,136,2022-02-27T15:00:00+00:00,PT60M
17,0,4.7,0,1.8,133,2022-02-27T16:00:00+00:00,PT60M
17,0,0,0,1.6,126,2022-02-27T17:00:00+00:00,PT60M
17,0,0,0,1.6,117,2022-02-27T18:00:00+00:00,PT60M
17,0,0,0,1.6,106,2022-02-27T19:00:00+00:00,PT60M
17,1,0,1,1.5,94,2022-02-27T20:00:00+00:00,PT60M
17,98,25.3,70,1.8,82,2022-02-27T21:00:00+00:00,PT60M
18,307,22.5,236,2,70,2022-02-27T22:00:00+00:00,PT60M
19,522,36.8,321,2.4,58,2022-02-27T23:00:00+00:00,PT60M
19,706,52.5,335,2.6,46,2022-02-28T00:00:00+00:00,PT60M
20,843,54.5,382,2.5,36,2022-02-28T01:00:00+00:00,PT60M
21,924,47.6,484,2.2,29,2022-02-28T02:00:00+00:00,PT60M
22,940,62.3,355,2.1,27,2022-02-28T03:00:00+00:00,PT60M
23,891,38.4,550,2.3,32,2022-02-28T04:00:00+00:00,PT60M
22,780,29.9,546,2.7,41,2022-02-28T05:00:00+00:00,PT60M
22,618,45.4,340,3.2,52,2022-02-28T06:00:00+00:00,PT60M
21,420,15.4,349,3.5,63,2022-02-28T07:00:00+00:00,PT60M
20,207,36,146,3.5,76,2022-02-28T08:00:00+00:00,PT60M
19,31,42.2,21,3.4,88,2022-02-28T09:00:00+00:00,PT60M
18,0,37.7,0,3.4,100,2022-02-28T10:00:00+00:00,PT60M
18,0,36.7,0,3.5,111,2022-02-28T11:00:00+00:00,PT60M
17,0,39.7,0,3.7,121,2022-02-28T12:00:00+00:00,PT60M
17,0,48.9,0,4,129,2022-02-28T13:00:00+00:00,PT60M
17,0,48,0,3.8,135,2022-02-28T14:00:00+00:00,PT60M
17,0,21,0,3.4,136,2022-02-28T15:00:00+00:00,PT60M
17,0,5,0,3,133,2022-02-28T16:00:00+00:00,PT60M
17,0,27,0,2.9,126,2022-02-28T17:00:00+00:00,PT60M
17,0,24.7,0,3.2,117,2022-02-28T18:00:00+00:00,PT60M
17,0,3,0,3.3,106,2022-02-28T19:00:00+00:00,PT60M
16,1,20,0,3.4,95,2022-02-28T20:00:00+00:00,PT60M
17,98,27.9,77,4,82,2022-02-28T21:00:00+00:00,PT60M
18,307,36.1,183,4.9,70,2022-02-28T22:00:00+00:00,PT60M
19,519,41.8,306,5.6,58,2022-02-28T23:00:00+00:00,PT60M
20,702,33,461,5.8,47,2022-03-01T00:00:00+00:00,PT60M
20,838,54.4,381,5.7,36,2022-03-01T01:00:00+00:00,PT60M
21,918,49.5,463,5.5,29,2022-03-01T02:00:00+00:00,PT60M
20,936,50.1,466,5.2,28,2022-03-01T03:00:00+00:00,PT60M
19,888,42.7,511,4.9,32,2022-03-01T04:00:00+00:00,PT60M
19,777,56,341,4.9,41,2022-03-01T05:00:00+00:00,PT60M
18,614,37.6,384,5.1,52,2022-03-01T06:00:00+00:00,PT60M
18,415,50.4,205,5.1,64,2022-03-01T07:00:00+00:00,PT60M
17,201,58.2,87,4.9,76,2022-03-01T08:00:00+00:00,PT60M
16,29,84.8,9,4.6,88,2022-03-01T09:00:00+00:00,PT60M
16,0,60.8,0,4.4,100,2022-03-01T10:00:00+00:00,PT60M
16,0,74,0,4.6,111,2022-03-01T11:00:00+00:00,PT60M
16,0,63.9,0,4.7,121,2022-03-01T12:00:00+00:00,PT60M
16,0,69.5,0,4.5,130,2022-03-01T13:00:00+00:00,PT60M
15,0,57.7,0,4.4,135,2022-03-01T14:00:00+00:00,PT60M
15,0,61.8,0,4.3,136,2022-03-01T15:00:00+00:00,PT60M
15,0,64,0,4.5,133,2022-03-01T16:00:00+00:00,PT60M
16,0,66.4,0,4.9,126,2022-03-01T17:00:00+00:00,PT60M
16,0,49.3,0,5,117,2022-03-01T18:00:00+00:00,PT60M
16,0,68.7,0,5,106,2022-03-01T19:00:00+00:00,PT60M
16,0,72.7,0,4.8,95,2022-03-01T20:00:00+00:00,PT60M
16,93,64.8,34,4.9,83,2022-03-01T21:00:00+00:00,PT60M
16,298,59.3,115,4.9,70,2022-03-01T22:00:00+00:00,PT60M
17,509,69.4,159,4.9,58,2022-03-01T23:00:00+00:00,PT60M
17,693,68.3,216,5.2,47,2022-03-02T00:00:00+00:00,PT60M
17,828,74.7,210,5.2,37,2022-03-02T01:00:00+00:00,PT60M
18,906,69.4,278,5,30,2022-03-02T02:00:00+00:00,PT60M
18,921,76.7,214,4.6,28,2022-03-02T03:00:00+00:00,PT60M
18,871,81.8,158,4.3,32,2022-03-02T04:00:00+00:00,PT60M
18,762,79.7,154,4.3,41,2022-03-02T05:00:00+00:00,PT60M
18,603,74,154,4.1,52,2022-03-02T06:00:00+00:00,PT60M
17,407,60.7,159,4.2,64,2022-03-02T07:00:00+00:00,PT60M
17,197,65.9,69,4.4,76,2022-03-02T08:00:00+00:00,PT60M
16,27,62.5,10,4.5,88,2022-03-02T09:00:00+00:00,PT60M
16,0,35.9,0,4.9,100,2022-03-02T10:00:00+00:00,PT60M
16,0,38,0,5.2,112,2022-03-02T11:00:00+00:00,PT60M
16,0,14.5,0,5,122,2022-03-02T12:00:00+00:00,PT60M
16,0,1.8,0,4.6,130,2022-03-02T13:00:00+00:00,PT60M
16,0,21.8,0,4.5,136,2022-03-02T14:00:00+00:00,PT60M
16,0,41.6,0,4.5,137,2022-03-02T15:00:00+00:00,PT60M
16,0,35.1,0,4.5,134,2022-03-02T16:00:00+00:00,PT60M
16,0,29.9,0,4.7,127,2022-03-02T17:00:00+00:00,PT60M
16,0,10.9,0,5,117,2022-03-02T18:00:00+00:00,PT60M
16,0,13.1,0,5.1,107,2022-03-02T19:00:00+00:00,PT60M
15,0,22,0,5.2,95,2022-03-02T20:00:00+00:00,PT60M
16,92,11.6,85,5.2,83,2022-03-02T21:00:00+00:00,PT60M
17,301,8,276,6,71,2022-03-02T22:00:00+00:00,PT60M
18,514,18.5,429,7,59,2022-03-02T23:00:00+00:00,PT60M
