air_temp,clearsky_ghi,cloud_opacity,ghi,wind_speed_10m,zenith,period_end,period
18,182,50.5,101,1.2,77,2022-01-30T21:00:00+00:00,PT60M
19,396,12,353,0.8,65,2022-01-30T22:00:00+00:00,PT60M
20,607,1.3,598,0.2,53,2022-01-30T23:00:00+00:00,PT60M
21,790,12,696,0.8,41,2022-01-31T00:00:00+00:00,PT60M
22,926,3.1,897,1.3,29,2022-01-31T01:00:00+00:00,PT60M
24,1008,0,1008,1.8,21,2022-01-31T02:00:00+00:00,PT60M
25,1025,4.2,982,2.1,18,2022-01-31T03:00:00+00:00,PT60M
26,978,34.4,647,2.3,24,2022-01-31T04:00:00+00:00,PT60M
26,871,93,60,2.5,34,2022-01-31T05:00:00+00:00,PT60M
26,712,79.8,145,2.2,46,2022-01-31T06:00:00+00:00,PT60M
26,515,33.4,326,1.7,58,2022-01-31T07:00:00+00:00,PT60M
25,300,0,300,0.7,71,2022-01-31T08:00:00+00:00,PT60M
24,97,3.1,97,1,82,2022-01-31T09:00:00+00:00,PT60M
22,1,7.7,1,1.5,94,2022-01-31T10:00:00+00:00,PT60M
21,0,10.7,0,1.4,105,2022-01-31T11:00:00+00:00,PT60M
20,0,9.6,0,1.4,114,2022-01-31T12:00:00+00:00,PT60M
19,0,5.8,0,1.2,121,2022-01-31T13:00:00+00:00,PT60M
19,0,0,0,0.9,126,2022-01-31T14:00:00+00:00,PT60M
18,0,0,0,0.7,127,2022-01-31T15:00:00+00:00,PT60M
17,0,0,0,0.4,124,2022-01-31T16:00:00+00:00,PT60M
16,0,0,0,0.2,118,2022-01-31T17:00:00+00:00,PT60M
16,0,25.8,0,0.4,110,2022-01-31T18:00:00+00:00,PT60M
16,0,34.5,0,0.4,100,2022-01-31T19:00:00+00:00,PT60M
16,23,28.9,19,0.4,89,2022-01-31T20:00:00+00:00,PT60M
16,190,45.9,103,0.5,77,2022-01-31T21:00:00+00:00,PT60M
19,408,42.4,233,0.7,65,2022-01-31T22:00:00+00:00,PT60M
21,620,52.3,300,1.5,53,2022-01-31T23:00:00+00:00,PT60M
22,802,0.5,799,2.7,41,2022-02-01T00:00:00+00:00,PT60M
25,934,6.8,868,3.4,30,2022-02-01T01:00:00+00:00,PT60M
27,1011,26.8,739,3.7,21,2022-02-01T02:00:00+00:00,PT60M
27,1026,34.8,669,3.8,18,2022-02-01T03:00:00+00:00,PT60M
26,976,48,506,3.7,24,2022-02-01T04:00:00+00:00,PT60M
26,866,34.4,569,3.8,35,2022-02-01T05:00:00+00:00,PT60M
26,705,51.4,348,3.7,46,2022-02-01T06:00:00+00:00,PT60M
25,507,72.1,143,3.7,58,2022-02-01T07:00:00+00:00,PT60M
23,290,79.9,59,4.2,71,2022-02-01T08:00:00+00:00,PT60M
22,89,77.4,18,3.9,83,2022-02-01T09:00:00+00:00,PT60M
21,1,73.4,0,2.3,94,2022-02-01T10:00:00+00:00,PT60M
20,0,84.5,0,1.3,105,2022-02-01T11:00:00+00:00,PT60M
19,0,78.1,0,1.4,114,2022-02-01T12:00:00+00:00,PT60M
19,0,68.6,0,1.8,121,2022-02-01T13:00:00+00:00,PT60M
19,0,58.4,0,2.2,126,2022-02-01T14:00:00+00:00,PT60M
19,0,63.7,0,2.3,127,2022-02-01T15:00:00+00:00,PT60M
18,0,42.3,0,1.8,124,2022-02-01T16:00:00+00:00,PT60M
18,0,15.7,0,1.4,118,2022-02-01T17:00:00+00:00,PT60M
18,0,21.8,0,1.3,110,2022-02-01T18:00:00+00:00,PT60M
18,0,33.3,0,1.5,100,2022-02-01T19:00:00+00:00,PT60M
18,20,34.2,14,1.5,89,2022-02-01T20:00:00+00:00,PT60M
18,180,31.2,120,1.5,77,2022-02-01T21:00:00+00:00,PT60M
19,398,45.6,215,1.3,65,2022-02-01T22:00:00+00:00,PT60M
20,613,51.6,295,1.4,53,2022-02-01T23:00:00+00:00,PT60M
19,801,50.8,404,2,41,2022-02-02T00:00:00+00:00,PT60M
20,946,26.9,688,2.8,30,2022-02-02T01:00:00+00:00,PT60M
20,1033,37.2,647,3.1,21,2022-02-02T02:00:00+00:00,PT60M
20,1054,38.8,645,3,19,2022-02-02T03:00:00+00:00,PT60M
20,1007,64.2,364,2.6,24,2022-02-02T04:00:00+00:00,PT60M
20,898,46,488,2.4,35,2022-02-02T05:00:00+00:00,PT60M
19,734,90.2,74,2.8,46,2022-02-02T06:00:00+00:00,PT60M
17,528,86.6,72,3.7,59,2022-02-02T07:00:00+00:00,PT60M
16,302,78.1,63,4.5,71,2022-02-02T08:00:00+00:00,PT60M
14,92,66.9,22,4.5,83,2022-02-02T09:00:00+00:00,PT60M
14,1,66.2,0,3.4,94,2022-02-02T10:00:00+00:00,PT60M
13,0,63.4,0,2.3,105,2022-02-02T11:00:00+00:00,PT60M
13,0,72.5,0,2,114,2022-02-02T12:00:00+00:00,PT60M
13,0,79.2,0,1.8,122,2022-02-02T13:00:00+00:00,PT60M
13,0,50.4,0,2,126,2022-02-02T14:00:00+00:00,PT60M
13,0,0,0,2.3,127,2022-02-02T15:00:00+00:00,PT60M
13,0,1.5,0,2.6,125,2022-02-02T16:00:00+00:00,PT60M
12,0,1.4,0,2.9,119,2022-02-02T17:00:00+00:00,PT60M
11,0,0,0,3.1,110,2022-02-02T18:00:00+00:00,PT60M
11,0,13.3,0,2.9,100,2022-02-02T19:00:00+00:00,PT60M
11,20,32.3,13,2.8,89,2022-02-02T20:00:00+00:00,PT60M
12,184,51.2,99,2.9,78,2022-02-02T21:00:00+00:00,PT60M
14,407,4.4,393,3,66,2022-02-02T22:00:00+00:00,PT60M
15,623,3.7,599,2.8,53,2022-02-02T23:00:00+00:00,PT60M
15,812,0,812,2.5,41,2022-02-03T00:00:00+00:00,PT60M
17,955,0,955,2.3,30,2022-02-03T01:00:00+00:00,PT60M
18,1040,0,1040,2,21,2022-02-03T02:00:00+00:00,PT60M
19,1059,0,1059,1.8,19,2022-02-03T03:00:00+00:00,PT60M
19,1009,0,1009,1.7,25,2022-02-03T04:00:00+00:00,PT60M
20,896,0,896,2,35,2022-02-03T05:00:00+00:00,PT60M
20,729,1.3,720,2.4,46,2022-02-03T06:00:00+00:00,PT60M
19,524,29.3,382,2.8,59,2022-02-03T07:00:00+00:00,PT60M
17,300,48.9,163,3.1,71,2022-02-03T08:00:00+00:00,PT60M
15,90,66.1,18,3.2,83,2022-02-03T09:00:00+00:00,PT60M
14,1,40.9,0,2.7,94,2022-02-03T10:00:00+00:00,PT60M
13,0,39.9,0,2.8,105,2022-02-03T11:00:00+00:00,PT60M
12,0,8.3,0,3.5,114,2022-02-03T12:00:00+00:00,PT60M
11,0,5.8,0,3.8,122,2022-02-03T13:00:00+00:00,PT60M
10,0,0,0,4,127,2022-02-03T14:00:00+00:00,PT60M
10,0,0,0,4.1,128,2022-02-03T15:00:00+00:00,PT60M
9,0,0,0,4.1,125,2022-02-03T16:00:00+00:00,PT60M
9,0,0,0,4,119,2022-02-03T17:00:00+00:00,PT60M
8,0,0,0,4,111,2022-02-03T18:00:00+00:00,PT60M
8,0,0,0,4.2,101,2022-02-03T19:00:00+00:00,PT60M
9,19,0.7,19,4.4,90,2022-02-03T20:00:00+00:00,PT60M
10,184,0,184,4.7,78,2022-02-03T21:00:00+00:00,PT60M
13,409,0,409,5.4,66,2022-02-03T22:00:00+00:00,PT60M
14,628,0,628,6.4,53,2022-02-03T23:00:00+00:00,PT60M
15,815,23.7,617,6.6,41,2022-02-04T00:00:00+00:00,PT60M
16,953,31,658,6.3,30,2022-02-04T01:00:00+00:00,PT60M
17,1037,44.9,569,6,22,2022-02-04T02:00:00+00:00,PT60M
18,1054,82.9,180,5.8,19,2022-02-04T03:00:00+00:00,PT60M
18,1005,34.5,664,5.7,25,2022-02-04T04:00:00+00:00,PT60M
18,894,63.4,326,5.5,35,2022-02-04T05:00:00+00:00,PT60M
18,729,8.4,664,5.3,47,2022-02-04T06:00:00+00:00,PT60M
18,523,15.6,450,5,59,2022-02-04T07:00:00+00:00,PT60M
17,300,9.7,271,4.8,71,2022-02-04T08:00:00+00:00,PT60M
16,91,46.8,46,4.5,83,2022-02-04T09:00:00+00:00,PT60M
14,0,31.7,0,4.2,94,2022-02-04T10:00:00+00:00,PT60M
13,0,15.6,0,4.1,105,2022-02-04T11:00:00+00:00,PT60M
12,0,21.2,0,3.8,115,2022-02-04T12:00:00+00:00,PT60M
12,0,19.5,0,3.5,122,2022-02-04T13:00:00+00:00,PT60M
12,0,14.9,0,3.1,127,2022-02-04T14:00:00+00:00,PT60M
11,0,24.2,0,3,128,2022-02-04T15:00:00+00:00,PT60M
11,0,6.1,0,3.1,125,2022-02-04T16:00:00+00:00,PT60M
11,0,15.6,0,3.3,119,2022-02-04T17:00:00+00:00,PT60M
11,0,6.6,0,3.4,111,2022-02-04T18:00:00+00:00,PT60M
11,0,19.8,0,3.4,101,2022-02-04T19:00:00+00:00,PT60M
11,18,9.9,13,3.5,90,2022-02-04T20:00:00+00:00,PT60M
12,180,54.2,80,4,78,2022-02-04T21:00:00+00:00,PT60M
14,406,29.5,293,5.1,66,2022-02-04T22:00:00+00:00,PT60M
15,626,6.9,579,5.6,54,2022-02-04T23:00:00+00:00,PT60M
16,815,15.8,687,5.8,42,2022-02-05T00:00:00+00:00,PT60M
17,954,26.8,702,5.9,31,2022-02-05T01:00:00+00:00,PT60M
19,1036,26.9,757,5.5,22,2022-02-05T02:00:00+00:00,PT60M
19,1054,16,886,5.1,19,2022-02-05T03:00:00+00:00,PT60M
19,1004,3.9,964,4.8,25,2022-02-05T04:00:00+00:00,PT60M
19,893,15.3,750,4.9,35,2022-02-05T05:00:00+00:00,PT60M
19,728,2.3,711,5,47,2022-02-05T06:00:00+00:00,PT60M
18,525,4.4,504,5.1,59,2022-02-05T07:00:00+00:00,PT60M
17,302,12.1,267,4.9,71,2022-02-05T08:00:00+00:00,PT60M
16,91,41.6,56,4.6,83,2022-02-05T09:00:00+00:00,PT60M
14,0,29.7,0,4.5,95,2022-02-05T10:00:00+00:00,PT60M
14,0,0.2,0,4.4,105,2022-02-05T11:00:00+00:00,PT60M
13,0,0.4,0,4.3,115,2022-02-05T12:00:00+00:00,PT60M
13,0,2.8,0,4.2,122,2022-02-05T13:00:00+00:00,PT60M
13,0,6.7,0,3.9,127,2022-02-05T14:00:00+00:00,PT60M
13,0,9.6,0,3.9,128,2022-02-05T15:00:00+00:00,PT60M
12,0,8.1,0,3.9,125,2022-02-05T16:00:00+00:00,PT60M
12,0,3.9,0,4.1,120,2022-02-05T17:00:00+00:00,PT60M
12,0,0.9,0,4.3,111,2022-02-05T18:00:00+00:00,PT60M
11,0,0,0,4.2,101,2022-02-05T19:00:00+00:00,PT60M
11,17,0,17,4.3,90,2022-02-05T20:00:00+00:00,PT60M
12,178,0,178,5.2,78,2022-02-05T21:00:00+00:00,PT60M
14,403,8.4,366,6,66,2022-02-05T22:00:00+00:00,PT60M
16,621,20.8,489,6.2,54,2022-02-05T23:00:00+00:00,PT60M
17,808,33.8,541,6.6,42,2022-02-06T00:00:00+00:00,PT60M
18,947,28.4,678,6.6,31,2022-02-06T01:00:00+00:00,PT60M
19,1031,53.2,480,6.2,22,2022-02-06T02:00:00+00:00,PT60M
20,1050,21.9,820,5.7,20,2022-02-06T03:00:00+00:00,PT60M
19,1003,20.7,795,5.5,25,2022-02-06T04:00:00+00:00,PT60M
19,892,8.8,814,5.7,35,2022-02-06T05:00:00+00:00,PT60M
19,728,10.7,645,5.6,47,2022-02-06T06:00:00+00:00,PT60M
18,525,2.1,516,5.4,59,2022-02-06T07:00:00+00:00,PT60M
17,301,14.4,262,5.1,71,2022-02-06T08:00:00+00:00,PT60M
16,90,39.1,52,4.6,83,2022-02-06T09:00:00+00:00,PT60M
14,0,0.6,0,4.1,95,2022-02-06T10:00:00+00:00,PT60M
14,0,2.5,0,3.8,106,2022-02-06T11:00:00+00:00,PT60M
13,0,5.2,0,3.7,115,2022-02-06T12:00:00+00:00,PT60M
13,0,2.1,0,3.8,123,2022-02-06T13:00:00+00:00,PT60M
13,0,8.9,0,3.9,127,2022-02-06T14:00:00+00:00,PT60M
12,0,0,0,3.9,128,2022-02-06T15:00:00+00:00,PT60M
12,0,0,0,3.6,126,2022-02-06T16:00:00+00:00,PT60M
12,0,0,0,3.4,120,2022-02-06T17:00:00+00:00,PT60M
11,0,1.1,0,3.2,111,2022-02-06T18:00:00+00:00,PT60M
11,0,0,0,3.2,101,2022-02-06T19:00:00+00:00,PT60M
11,16,0,16,3.2,90,2022-02-06T20:00:00+00:00,PT60M
12,176,5.1,165,3.6,78,2022-02-06T21:00:00+00:00,PT60M
14,401,24.9,297,4.6,66,2022-02-06T22:00:00+00:00,PT60M
15,621,19.5,498,5.2,54,2022-02-06T23:00:00+00:00,PT60M
16,809,43.1,461,5.2,42,2022-02-07T00:00:00+00:00,PT60M
18,950,27.4,692,5.1,31,2022-02-07T01:00:00+00:00,PT60M
19,1033,17.8,849,5,22,2022-02-07T02:00:00+00:00,PT60M
20,1050,22.2,816,4.9,20,2022-02-07T03:00:00+00:00,PT60M
21,999,17.5,826,4.9,25,2022-02-07T04:00:00+00:00,PT60M
20,887,15,752,4.8,35,2022-02-07T05:00:00+00:00,PT60M
20,723,7.1,671,4.7,47,2022-02-07T06:00:00+00:00,PT60M
19,519,0.4,517,4.6,59,2022-02-07T07:00:00+00:00,PT60M
18,295,1.9,291,4.3,71,2022-02-07T08:00:00+00:00,PT60M
16,86,13,81,4.1,83,2022-02-07T09:00:00+00:00,PT60M
15,0,1.3,0,3.6,95,2022-02-07T10:00:00+00:00,PT60M
14,0,8.9,0,3.1,106,2022-02-07T11:00:00+00:00,PT60M
14,0,16.3,0,2.9,115,2022-02-07T12:00:00+00:00,PT60M
13,0,7.7,0,2.5,123,2022-02-07T13:00:00+00:00,PT60M
13,0,19.2,0,2,128,2022-02-07T14:00:00+00:00,PT60M
13,0,9.1,0,1.7,129,2022-02-07T15:00:00+00:00,PT60M
12,0,0,0,1.7,126,2022-02-07T16:00:00+00:00,PT60M
11,0,1.8,0,2,120,2022-02-07T17:00:00+00:00,PT60M
11,0,0.9,0,2.2,112,2022-02-07T18:00:00+00:00,PT60M
10,0,0,0,2.3,101,2022-02-07T19:00:00+00:00,PT60M
10,14,0,14,2.3,90,2022-02-07T20:00:00+00:00,PT60M
12,170,0,170,2.5,79,2022-02-07T21:00:00+00:00,PT60M
14,394,0,394,2.3,66,2022-02-07T22:00:00+00:00,PT60M
16,612,0,612,2,54,2022-02-07T23:00:00+00:00,PT60M
17,800,1.1,790,1.7,42,2022-02-08T00:00:00+00:00,PT60M
19,939,3.8,902,1,31,2022-02-08T01:00:00+00:00,PT60M
21,1022,7.6,944,0.8,23,2022-02-08T02:00:00+00:00,PT60M
22,1040,6.2,975,1.5,20,2022-02-08T03:00:00+00:00,PT60M
23,992,0.9,983,2.1,26,2022-02-08T04:00:00+00:00,PT60M
23,880,3.2,852,2.2,36,2022-02-08T05:00:00+00:00,PT60M
23,715,27.8,528,2.2,47,2022-02-08T06:00:00+00:00,PT60M
22,511,37.5,309,2.1,59,2022-02-08T07:00:00+00:00,PT60M
21,287,24.3,214,1.7,72,2022-02-08T08:00:00+00:00,PT60M
19,81,10.3,75,1.1,84,2022-02-08T09:00:00+00:00,PT60M
17,0,0,0,0.5,95,2022-02-08T10:00:00+00:00,PT60M
15,0,11.9,0,0.2,106,2022-02-08T11:00:00+00:00,PT60M
15,0,4,0,0.8,116,2022-02-08T12:00:00+00:00,PT60M
14,0,0.5,0,1.6,123,2022-02-08T13:00:00+00:00,PT60M
13,0,0,0,1.7,128,2022-02-08T14:00:00+00:00,PT60M
12,0,0,0,1.3,129,2022-02-08T15:00:00+00:00,PT60M
11,0,0,0,0.8,126,2022-02-08T16:00:00+00:00,PT60M
11,0,4.5,0,0.4,120,2022-02-08T17:00:00+00:00,PT60M
11,0,3.6,0,0.1,112,2022-02-08T18:00:00+00:00,PT60M
10,0,8.7,0,0.5,102,2022-02-08T19:00:00+00:00,PT60M
10,13,1.1,13,1,91,2022-02-08T20:00:00+00:00,PT60M
12,166,38.4,97,1.3,79,2022-02-08T21:00:00+00:00,PT60M
15,388,42.9,223,1.7,67,2022-02-08T22:00:00+00:00,PT60M
17,605,34,403,2.8,54,2022-02-08T23:00:00+00:00,PT60M
19,792,2.3,774,4.3,42,2022-02-09T00:00:00+00:00,PT60M
22,931,0,931,4.9,31,2022-02-09T01:00:00+00:00,PT60M
23,1012,21.1,796,4.8,23,2022-02-09T02:00:00+00:00,PT60M
24,1028,23.2,788,4.7,21,2022-02-09T03:00:00+00:00,PT60M
24,975,5.3,924,4.7,26,2022-02-09T04:00:00+00:00,PT60M
25,862,33.1,590,4.5,36,2022-02-09T05:00:00+00:00,PT60M
25,698,79.9,132,4,47,2022-02-09T06:00:00+00:00,PT60M
24,498,39.4,299,3.3,59,2022-02-09T07:00:00+00:00,PT60M
23,280,9.9,245,2.3,72,2022-02-09T08:00:00+00:00,PT60M
22,77,14,71,1.6,84,2022-02-09T09:00:00+00:00,PT60M
20,0,6.2,0,1.8,95,2022-02-09T10:00:00+00:00,PT60M
18,0,8.6,0,1.4,106,2022-02-09T11:00:00+00:00,PT60M
17,0,19.9,0,0.8,116,2022-02-09T12:00:00+00:00,PT60M
16,0,61.2,0,0.6,123,2022-02-09T13:00:00+00:00,PT60M
15,0,54.3,0,0.7,128,2022-02-09T14:00:00+00:00,PT60M
15,0,14.1,0,0.7,129,2022-02-09T15:00:00+00:00,PT60M
15,0,0,0,0.5,127,2022-02-09T16:00:00+00:00,PT60M
15,0,0,0,0.5,121,2022-02-09T17:00:00+00:00,PT60M
14,0,7,0,0.7,112,2022-02-09T18:00:00+00:00,PT60M
14,0,0,0,0.8,102,2022-02-09T19:00:00+00:00,PT60M
13,11,0,11,0.6,91,2022-02-09T20:00:00+00:00,PT60M
15,155,0,155,0.6,79,2022-02-09T21:00:00+00:00,PT60M
18,372,0,372,0.7,67,2022-02-09T22:00:00+00:00,PT60M
20,586,0,586,1,55,2022-02-09T23:00:00+00:00,PT60M
22,772,0,772,1.9,43,2022-02-10T00:00:00+00:00,PT60M
24,911,2.2,890,2.6,32,2022-02-10T01:00:00+00:00,PT60M
26,992,1.2,980,3.3,23,2022-02-10T02:00:00+00:00,PT60M
26,1008,28.5,720,3.9,21,2022-02-10T03:00:00+00:00,PT60M
26,959,16.6,801,3.9,26,2022-02-10T04:00:00+00:00,PT60M
27,851,30,593,3.7,36,2022-02-10T05:00:00+00:00,PT60M
25,691,15,593,3.2,48,2022-02-10T06:00:00+00:00,PT60M
23,491,83.6,88,2.2,60,2022-02-10T07:00:00+00:00,PT60M
22,273,62.6,94,0.8,72,2022-02-10T08:00:00+00:00,PT60M
20,73,51.4,24,2.6,84,2022-02-10T09:00:00+00:00,PT60M
19,0,49.3,0,3.6,96,2022-02-10T10:00:00+00:00,PT60M
17,0,36.8,0,3.9,106,2022-02-10T11:00:00+00:00,PT60M
16,0,10.7,0,3.6,116,2022-02-10T12:00:00+00:00,PT60M
15,0,8.1,0,2.8,124,2022-02-10T13:00:00+00:00,PT60M
15,0,0,0,2.4,129,2022-02-10T14:00:00+00:00,PT60M
15,0,0,0,2.3,130,2022-02-10T15:00:00+00:00,PT60M
15,0,67.4,0,2.5,127,2022-02-10T16:00:00+00:00,PT60M
15,0,64.3,0,2.8,121,2022-02-10T17:00:00+00:00,PT60M
15,0,40.9,0,3,112,2022-02-10T18:00:00+00:00,PT60M
15,0,76.2,0,3.1,102,2022-02-10T19:00:00+00:00,PT60M
15,11,56.7,8,3.1,91,2022-02-10T20:00:00+00:00,PT60M
15,155,64.6,55,3.1,79,2022-02-10T21:00:00+00:00,PT60M
16,377,60.4,146,3,67,2022-02-10T22:00:00+00:00,PT60M
17,597,58.8,254,3,55,2022-02-10T23:00:00+00:00,PT60M
18,787,4.6,750,2.9,43,2022-02-11T00:00:00+00:00,PT60M
20,928,48.8,475,2.7,32,2022-02-11T01:00:00+00:00,PT60M
21,1010,11.7,893,2.6,24,2022-02-11T02:00:00+00:00,PT60M
21,1027,29.9,720,2.7,21,2022-02-11T03:00:00+00:00,PT60M
22,978,21.4,767,2.6,26,2022-02-11T04:00:00+00:00,PT60M
22,866,23.5,664,2.8,36,2022-02-11T05:00:00+00:00,PT60M
21,701,21.4,554,3.3,48,2022-02-11T06:00:00+00:00,PT60M
20,497,10.5,444,4,60,2022-02-11T07:00:00+00:00,PT60M
19,276,22.1,226,4.7,72,2022-02-11T08:00:00+00:00,PT60M
18,73,71.7,25,4.9,84,2022-02-11T09:00:00+00:00,PT60M
16,0,68.6,0,4.4,96,2022-02-11T10:00:00+00:00,PT60M
15,0,79.5,0,4,107,2022-02-11T11:00:00+00:00,PT60M
15,0,75.5,0,4,116,2022-02-11T12:00:00+00:00,PT60M
15,0,51.7,0,4,124,2022-02-11T13:00:00+00:00,PT60M
14,0,63.5,0,3.8,129,2022-02-11T14:00:00+00:00,PT60M
14,0,33.4,0,3.6,130,2022-02-11T15:00:00+00:00,PT60M
13,0,0,0,3.4,127,2022-02-11T16:00:00+00:00,PT60M
12,0,0,0,3,121,2022-02-11T17:00:00+00:00,PT60M
11,0,0,0,2.8,113,2022-02-11T18:00:00+00:00,PT60M
11,0,0,0,2.9,102,2022-02-11T19:00:00+00:00,PT60M
11,10,0,10,3,91,2022-02-11T20:00:00+00:00,PT60M
12,159,0,159,3.2,79,2022-02-11T21:00:00+00:00,PT60M
14,382,0,382,3.3,67,2022-02-11T22:00:00+00:00,PT60M
16,601,0,601,3.6,55,2022-02-11T23:00:00+00:00,PT60M
17,790,0,790,3.9,43,2022-02-12T00:00:00+00:00,PT60M
19,930,0,930,3.7,32,2022-02-12T01:00:00+00:00,PT60M
20,1015,5.6,957,3.4,24,2022-02-12T02:00:00+00:00,PT60M
21,1034,17.7,851,3.2,22,2022-02-12T03:00:00+00:00,PT60M
22,983,20.4,780,3.3,27,2022-02-12T04:00:00+00:00,PT60M
21,869,29.1,606,3.8,36,2022-02-12T05:00:00+00:00,PT60M
21,702,15,595,4.5,48,2022-02-12T06:00:00+00:00,PT60M
20,497,3.5,478,5,60,2022-02-12T07:00:00+00:00,PT60M
19,274,16.5,220,5,72,2022-02-12T08:00:00+00:00,PT60M
17,70,31.8,55,4.8,84,2022-02-12T09:00:00+00:00,PT60M
16,0,7.3,0,4.3,96,2022-02-12T10:00:00+00:00,PT60M
14,0,0.5,0,3.7,107,2022-02-12T11:00:00+00:00,PT60M
14,0,9.6,0,3.3,117,2022-02-12T12:00:00+00:00,PT60M
14,0,22.5,0,2.8,124,2022-02-12T13:00:00+00:00,PT60M
14,0,46.1,0,2.4,129,2022-02-12T14:00:00+00:00,PT60M
14,0,54.6,0,2.2,130,2022-02-12T15:00:00+00:00,PT60M
13,0,51.4,0,2.2,128,2022-02-12T16:00:00+00:00,PT60M
13,0,8.4,0,2.2,121,2022-02-12T17:00:00+00:00,PT60M
13,0,1.5,0,2,113,2022-02-12T18:00:00+00:00,PT60M
12,0,0,0,1.8,103,2022-02-12T19:00:00+00:00,PT60M
12,9,0,9,1.6,91,2022-02-12T20:00:00+00:00,PT60M
13,152,2.6,149,1.5,79,2022-02-12T21:00:00+00:00,PT60M
15,373,10.9,326,2,67,2022-02-12T22:00:00+00:00,PT60M
16,591,33.6,387,2.5,55,2022-02-12T23:00:00+00:00,PT60M
17,782,53.7,360,2.1,43,2022-02-13T00:00:00+00:00,PT60M
19,925,41.5,545,1.5,32,2022-02-13T01:00:00+00:00,PT60M
21,1010,21.5,794,1.2,24,2022-02-13T02:00:00+00:00,PT60M
23,1029,4,988,1,22,2022-02-13T03:00:00+00:00,PT60M
24,981,1.3,969,0.9,27,2022-02-13T04:00:00+00:00,PT60M
24,870,0.1,869,1.2,37,2022-02-13T05:00:00+00:00,PT60M
24,705,0,705,1.8,48,2022-02-13T06:00:00+00:00,PT60M
24,501,0,501,2.1,60,2022-02-13T07:00:00+00:00,PT60M
23,277,0,277,2,72,2022-02-13T08:00:00+00:00,PT60M
21,71,10.7,69,2,84,2022-02-13T09:00:00+00:00,PT60M
18,0,20.8,0,2.1,96,2022-02-13T10:00:00+00:00,PT60M
17,0,44.4,0,2,107,2022-02-13T11:00:00+00:00,PT60M
15,0,40.8,0,1.8,117,2022-02-13T12:00:00+00:00,PT60M
14,0,40.8,0,1.7,125,2022-02-13T13:00:00+00:00,PT60M
14,0,83.7,0,1.2,129,2022-02-13T14:00:00+00:00,PT60M
14,0,69.6,0,0.8,131,2022-02-13T15:00:00+00:00,PT60M
13,0,72.5,0,0.8,128,2022-02-13T16:00:00+00:00,PT60M
12,0,91,0,0.9,122,2022-02-13T17:00:00+00:00,PT60M
11,0,51.4,0,0.9,113,2022-02-13T18:00:00+00:00,PT60M
11,0,26.8,0,0.9,103,2022-02-13T19:00:00+00:00,PT60M
11,8,5.3,8,0.8,92,2022-02-13T20:00:00+00:00,PT60M
12,146,0,146,0.6,80,2022-02-13T21:00:00+00:00,PT60M
15,366,0,366,0.2,68,2022-02-13T22:00:00+00:00,PT60M
18,583,1.3,574,0.7,55,2022-02-13T23:00:00+00:00,PT60M
20,772,1.3,763,1.3,43,2022-02-14T00:00:00+00:00,PT60M
22,915,0,915,1.4,33,2022-02-14T01:00:00+00:00,PT60M
25,999,0,999,1.1,24,2022-02-14T02:00:00+00:00,PT60M
26,1017,0,1017,0.9,22,2022-02-14T03:00:00+00:00,PT60M
27,966,3.7,931,1.3,27,2022-02-14T04:00:00+00:00,PT60M
27,854,0,854,1.9,37,2022-02-14T05:00:00+00:00,PT60M
27,689,0,689,2.2,48,2022-02-14T06:00:00+00:00,PT60M
27,486,4.8,466,2.2,60,2022-02-14T07:00:00+00:00,PT60M
26,265,9.8,239,2,73,2022-02-14T08:00:00+00:00,PT60M
24,65,24.6,59,1.8,85,2022-02-14T09:00:00+00:00,PT60M
21,0,23.1,0,1,96,2022-02-14T10:00:00+00:00,PT60M
20,0,5.2,0,0.5,107,2022-02-14T11:00:00+00:00,PT60M
19,0,0,0,1.3,117,2022-02-14T12:00:00+00:00,PT60M
18,0,0,0,1.5,125,2022-02-14T13:00:00+00:00,PT60M
17,0,0,0,1.5,130,2022-02-14T14:00:00+00:00,PT60M
16,0,0,0,1.4,131,2022-02-14T15:00:00+00:00,PT60M
15,0,0,0,1.3,128,2022-02-14T16:00:00+00:00,PT60M
14,0,0,0,1.1,122,2022-02-14T17:00:00+00:00,PT60M
14,0,0,0,1,113,2022-02-14T18:00:00+00:00,PT60M
14,0,0,0,0.9,103,2022-02-14T19:00:00+00:00,PT60M
13,7,0,7,0.9,92,2022-02-14T20:00:00+00:00,PT60M
14,138,0,138,0.9,80,2022-02-14T21:00:00+00:00,PT60M
18,355,0,355,0.5,68,2022-02-14T22:00:00+00:00,PT60M
20,573,0,573,0.1,56,2022-02-14T23:00:00+00:00,PT60M
22,761,0,761,0.3,44,2022-02-15T00:00:00+00:00,PT60M
25,902,0,902,0.4,33,2022-02-15T01:00:00+00:00,PT60M
27,983,0,983,1,25,2022-02-15T02:00:00+00:00,PT60M
28,998,0,998,1.9,23,2022-02-15T03:00:00+00:00,PT60M
28,949,3.3,918,2.6,28,2022-02-15T04:00:00+00:00,PT60M
29,840,37.1,521,3.1,37,2022-02-15T05:00:00+00:00,PT60M
29,679,0.4,676,2.9,48,2022-02-15T06:00:00+00:00,PT60M
28,478,12.9,418,2.6,61,2022-02-15T07:00:00+00:00,PT60M
27,259,17.6,207,2.5,73,2022-02-15T08:00:00+00:00,PT60M
25,61,27.5,56,2.6,85,2022-02-15T09:00:00+00:00,PT60M
22,0,59,0,2.8,97,2022-02-15T10:00:00+00:00,PT60M
